Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-14.16,GAL,-14.16,GAL,-266.35,PEN,4908718698,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-15.9,GAL,-15.9,GAL,-299.08,PEN,4908718699,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04609900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10.09,GAL,-10.09,GAL,-189.79,PEN,4908718700,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-13.7,GAL,-13.7,GAL,-257.7,PEN,4908718701,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ02606600,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10,GAL,-10,GAL,-188.1,PEN,4908718702,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-11.2,GAL,-11.2,GAL,-210.67,PEN,4908718703,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-9.5,GAL,-9.5,GAL,-178.69,PEN,4908718891,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ07009000,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-1003.75,GAL,-1003.75,GAL,-18880.44,PEN,4908718462,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-914.06,GAL,-914.06,GAL,-17193.38,PEN,4908718463,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-902.02,GAL,-902.02,GAL,-16966.91,PEN,4908718464,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-750.24,GAL,-750.24,GAL,-14111.94,PEN,4908718465,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-18.2,GAL,-18.2,GAL,-342.34,PEN,4908718653,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-13.54,GAL,-13.54,GAL,-254.69,PEN,4908718654,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10001001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-12,GAL,-12,GAL,-225.72,PEN,4908718655,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04609900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-11.4,GAL,-11.4,GAL,-214.43,PEN,4908718656,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10001001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-54,GAL,-54,GAL,-1015.73,PEN,4908718657,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-33.3,GAL,-33.3,GAL,-626.37,PEN,4908718658,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-19,GAL,-19,GAL,-357.39,PEN,4908718659,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-36.3,GAL,-36.3,GAL,-682.8,PEN,4908718670,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-33.3,GAL,-33.3,GAL,-626.37,PEN,4908718671,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-84.6,GAL,-84.6,GAL,-1591.32,PEN,4908718672,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-133,GAL,-133,GAL,-2501.72,PEN,4908718673,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-124,GAL,-124,GAL,-2332.43,PEN,4908718674,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-44,GAL,-44,GAL,-827.64,PEN,4908718675,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-72.3,GAL,-72.3,GAL,-1359.96,PEN,4908718676,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-32.3,GAL,-32.3,GAL,-607.56,PEN,4908718677,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-68,GAL,-68,GAL,-1279.07,PEN,4908718678,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-57.56,GAL,-57.56,GAL,-1082.7,PEN,4908718679,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-20.8,GAL,-20.8,GAL,-391.25,PEN,4908718680,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-49.68,GAL,-49.68,GAL,-934.48,PEN,4908718681,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-23.5,GAL,-23.5,GAL,-442.03,PEN,4908718919,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-23.7,GAL,-23.7,GAL,-445.79,PEN,4908718920,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-50,GAL,-50,GAL,-940.5,PEN,4908718921,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-335,GAL,-335,GAL,-6301.32,PEN,4908718922,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ05307700,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-15.15,GAL,-15.15,GAL,-284.97,PEN,4908718923,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-16.36,GAL,-16.36,GAL,-307.73,PEN,4908718924,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ05307700,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-16.9,GAL,-16.9,GAL,-317.89,PEN,4908718925,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-49.32,GAL,-49.32,GAL,-927.7,PEN,4908718926,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04609900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-14.22,GAL,-14.22,GAL,-267.48,PEN,4908718927,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-17.13,GAL,-17.13,GAL,-322.21,PEN,4908718928,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ38103301,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10.71,GAL,-10.71,GAL,-201.45,PEN,4908718929,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-12.76,GAL,-12.76,GAL,-240.01,PEN,4908718930,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-7.5,GAL,-7.5,GAL,-141.07,PEN,4908718931,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04609900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-11.31,GAL,-11.31,GAL,-212.74,PEN,4908718932,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04609900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-11.11,GAL,-11.11,GAL,-208.98,PEN,4908718934,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-118.5,GAL,-118.5,GAL,-2228.97,PEN,4908718935,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-39.3,GAL,-39.3,GAL,-739.23,PEN,4908718936,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-687.02,GAL,-687.02,GAL,-12922.78,PEN,4908719105,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ33203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10.3,GAL,-10.3,GAL,-193.74,PEN,4908719106,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ38303301,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-490.6,GAL,-490.6,GAL,-9228.14,PEN,4908719107,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-342.8,GAL,-342.8,GAL,-6448.03,PEN,4908719108,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-472.9,GAL,-472.9,GAL,-8895.2,PEN,4908719109,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-15.11,GAL,-15.11,GAL,-284.22,PEN,4908719110,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-5.91,GAL,-5.91,GAL,-111.17,PEN,4908718892,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-9.29,GAL,-9.29,GAL,-174.74,PEN,4908718893,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ06108000,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10.76,GAL,-10.76,GAL,-202.39,PEN,4908718894,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-133.6,GAL,-133.6,GAL,-2513,PEN,4908718895,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-136.9,GAL,-136.9,GAL,-2575.08,PEN,4908718896,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-141.1,GAL,-141.1,GAL,-2654.08,PEN,4908718897,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-117.4,GAL,-117.4,GAL,-2208.28,PEN,4908718898,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-25.4,GAL,-25.4,GAL,-477.77,PEN,4908718902,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-25.3,GAL,-25.3,GAL,-475.89,PEN,4908718903,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-20,GAL,-20,GAL,-376.2,PEN,4908718904,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-15.08,GAL,-15.08,GAL,-283.65,PEN,4908718905,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-23.7,GAL,-23.7,GAL,-445.79,PEN,4908718906,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-23.9,GAL,-23.9,GAL,-449.56,PEN,4908718907,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-16,GAL,-16,GAL,-300.96,PEN,4908718908,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-11.57,GAL,-11.57,GAL,-217.63,PEN,4908718909,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10001001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-12.35,GAL,-12.35,GAL,-232.3,PEN,4908718910,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ10001001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-32.3,GAL,-32.3,GAL,-607.56,PEN,4908718911,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-24.1,GAL,-24.1,GAL,-453.32,PEN,4908718913,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-27.2,GAL,-27.2,GAL,-511.63,PEN,4908718914,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-150.6,GAL,-150.6,GAL,-2832.77,PEN,4908718915,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-127.9,GAL,-127.9,GAL,-2405.79,PEN,4908718916,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-115,GAL,-115,GAL,-2163.14,PEN,4908718917,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,5/1/2023,P,-184.6,GAL,-184.6,GAL,-3472.31,PEN,4908718918,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,,PECQI.229001-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-10.07,GAL,-10.07,GAL,-189.42,PEN,4908718607,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ04209900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-747.87,GAL,-747.87,GAL,-14067.36,PEN,4908718757,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-1105.37,GAL,-1105.37,GAL,-20791.9,PEN,4908718758,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-906.78,GAL,-906.78,GAL,-17056.44,PEN,4908718759,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-395,GAL,-395,GAL,-7429.91,PEN,4908718760,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-932.31,GAL,-932.31,GAL,-17536.66,PEN,4908718761,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-830.04,GAL,-830.04,GAL,-15612.97,PEN,4908718762,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-1215.12,GAL,-1215.12,GAL,-22856.29,PEN,4908718763,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-958.1,GAL,-958.1,GAL,-18021.77,PEN,4908718764,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-815.35,GAL,-815.35,GAL,-15336.65,PEN,4908718765,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-798.32,GAL,-798.32,GAL,-15016.32,PEN,4908718766,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,5/1/2023,P,-973.36,GAL,-973.36,GAL,-18308.8,PEN,4908718767,1,BlockID:20230516123003,0,0,2.02305E+13,5/1/2023,,CASILVA1,,0,C601,5/24/2023,,CQ34103332,
