Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-12.4,GAL,-12.4,GAL,-177.56,PEN,4911128330,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ37203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-1009.06,GAL,-1009.06,GAL,-14448.93,PEN,4911127883,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-216.76,GAL,-216.76,GAL,-3103.83,PEN,4911127945,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33303332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-94,GAL,-94,GAL,-1346,PEN,4911127944,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-883.37,GAL,-883.37,GAL,-12649.15,PEN,4911127886,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-8.32,GAL,-8.32,GAL,-119.14,PEN,4911127940,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-16,GAL,-16,GAL,-229.11,PEN,4911127939,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-9,GAL,-9,GAL,-128.87,PEN,4911127936,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-29.95,GAL,-29.95,GAL,-428.86,PEN,4911127935,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-7.61,GAL,-7.61,GAL,-108.97,PEN,4911127933,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ08819900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-14.44,GAL,-14.44,GAL,-206.77,PEN,4911127930,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ05007700,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-12.51,GAL,-12.51,GAL,-179.13,PEN,4911127929,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ08519900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-11.63,GAL,-11.63,GAL,-166.53,PEN,4911127928,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.220011-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-3000.16,GAL,-3000.16,GAL,-42959.89,PEN,4911127927,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.230014-IMP-310
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-8.65,GAL,-8.65,GAL,-123.86,PEN,4911127926,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-185.8,GAL,-185.8,GAL,-2660.51,PEN,4911127922,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-331.29,GAL,-331.29,GAL,-4743.81,PEN,4911127920,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-13.29,GAL,-13.29,GAL,-190.3,PEN,4911127918,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.210231-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-13.11,GAL,-13.11,GAL,-187.72,PEN,4911127908,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-15,GAL,-15,GAL,-214.79,PEN,4911127902,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-22.77,GAL,-22.77,GAL,-326.05,PEN,4911127899,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ37203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-19.6,GAL,-19.6,GAL,-280.66,PEN,4911127895,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ37203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-13,GAL,-13,GAL,-186.15,PEN,4911127894,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ08819900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-21.8,GAL,-21.8,GAL,-312.16,PEN,4911127893,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ08119900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-616.64,GAL,-616.64,GAL,-8829.79,PEN,4911127889,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-15,GAL,-15,GAL,-214.79,PEN,4911127888,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ19201111,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-859.96,GAL,-859.96,GAL,-12313.94,PEN,4911127953,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-1121.94,GAL,-1121.94,GAL,-16065.28,PEN,4911128148,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-26.9,GAL,-26.9,GAL,-385.19,PEN,4911127522,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-11,GAL,-11,GAL,-157.51,PEN,4911128466,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-105.48,GAL,-105.48,GAL,-1510.39,PEN,4911128465,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ38203301,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-15,GAL,-15,GAL,-214.79,PEN,4911128464,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-1203.39,GAL,-1203.39,GAL,-17231.58,PEN,4911128143,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-1095.52,GAL,-1095.52,GAL,-15686.97,PEN,4911128142,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-107.72,GAL,-107.72,GAL,-1542.46,PEN,4911128140,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-21.97,GAL,-21.97,GAL,-314.59,PEN,4911128139,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-96.9,GAL,-96.9,GAL,-1387.53,PEN,4911128137,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-15,GAL,-15,GAL,-214.79,PEN,4911128459,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-8.01,GAL,-8.01,GAL,-114.7,PEN,4911128458,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-115.5,GAL,-115.5,GAL,-1653.87,PEN,4911127526,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-11.8,GAL,-11.8,GAL,-168.97,PEN,4911128452,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-125.74,GAL,-125.74,GAL,-1800.5,PEN,4911128135,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-12.98,GAL,-12.98,GAL,-185.86,PEN,4911128450,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ19501101,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-15.61,GAL,-15.61,GAL,-223.52,PEN,4911128449,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10001001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-97.03,GAL,-97.03,GAL,-1389.39,PEN,4911127876,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-87.49,GAL,-87.49,GAL,-1252.79,PEN,4911128134,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-106.69,GAL,-106.69,GAL,-1527.72,PEN,4911128133,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-66.79,GAL,-66.79,GAL,-956.38,PEN,4911128131,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-32.94,GAL,-32.94,GAL,-471.67,PEN,4911128130,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-78.67,GAL,-78.67,GAL,-1126.49,PEN,4911127879,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-108.42,GAL,-108.42,GAL,-1552.49,PEN,4911128125,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-903.29,GAL,-903.29,GAL,-12934.39,PEN,4911127969,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-48.4,GAL,-48.4,GAL,-693.05,PEN,4911127880,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-905.18,GAL,-905.18,GAL,-12961.45,PEN,4911127967,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-861.98,GAL,-861.98,GAL,-12342.86,PEN,4911127964,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-6.36,GAL,-6.36,GAL,-91.07,PEN,4911127957,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ04209900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-12.64,GAL,-12.64,GAL,-180.99,PEN,4911128453,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ19201111,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-976.51,GAL,-976.51,GAL,-13982.84,PEN,4911128722,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-51.5,GAL,-51.5,GAL,-737.44,PEN,4911128034,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-133.59,GAL,-133.59,GAL,-1912.9,PEN,4911128035,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.230016-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-103.5,GAL,-103.5,GAL,-1482.04,PEN,4911128036,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-146.6,GAL,-146.6,GAL,-2099.19,PEN,4911128037,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-2052.76,GAL,-2052.76,GAL,-29393.88,PEN,4911128040,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.230014-IMP-310
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-437.84,GAL,-437.84,GAL,-6269.52,PEN,4911128042,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-5.3,GAL,-5.3,GAL,-75.89,PEN,4911128378,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ04209900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-124.32,GAL,-124.32,GAL,-1780.16,PEN,4911128616,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-116.96,GAL,-116.96,GAL,-1674.77,PEN,4911128618,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-208.16,GAL,-208.16,GAL,-2980.68,PEN,4911128619,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-88.28,GAL,-88.28,GAL,-1264.1,PEN,4911128620,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-65.99,GAL,-65.99,GAL,-944.92,PEN,4911128623,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-153.14,GAL,-153.14,GAL,-2192.84,PEN,4911128625,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-142.83,GAL,-142.83,GAL,-2045.21,PEN,4911128627,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-134.15,GAL,-134.15,GAL,-1920.92,PEN,4911128628,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-14.25,GAL,-14.25,GAL,-204.05,PEN,4911128377,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-873.67,GAL,-873.67,GAL,-12510.26,PEN,4911128634,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-43.5,GAL,-43.5,GAL,-622.89,PEN,4911128635,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.210231-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-14.5,GAL,-14.5,GAL,-207.63,PEN,4911128636,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-9.2,GAL,-9.2,GAL,-131.74,PEN,4911128640,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ37203332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-457.85,GAL,-457.85,GAL,-6556.05,PEN,4911128517,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ34103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-72.29,GAL,-72.29,GAL,-1035.13,PEN,4911128516,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ35103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-59.2,GAL,-59.2,GAL,-847.7,PEN,4911128514,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-47.75,GAL,-47.75,GAL,-683.74,PEN,4911125515,1,BlockID:20240815123002,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-71.8,GAL,-71.8,GAL,-1028.12,PEN,4911128513,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,8/2/2024,P,-63.63,GAL,-63.63,GAL,-911.13,PEN,4911128512,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,,PECQI.230016-IMP-300
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-18.7,GAL,-18.7,GAL,-267.77,PEN,4911128510,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-22,GAL,-22,GAL,-315.02,PEN,4911128505,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,8/2/2024,P,-6.92,GAL,-6.92,GAL,-99.09,PEN,4911128031,1,BlockID:20240815123003,0,0,2.02408E+13,8/2/2024,,LCAMPOS1,,0,C601,8/21/2024,,CQ30003001,
