Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00000517,"BOLT,MACHINE;1000008554,FLSMIDTH,HEX",101,GR goods receipt,9/1/2024,,8,EA,8,EA,124.2,PEN,5006514907,1,,0,0,T004-00004314,8/31/2024,Q009,RALEGRIA,4503344571,20,C601,8/31/2024,,,
AE0006190,"LNR;1011742,FERROSA;195MM,100MM,125MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-832.76,PEN,4911276357,2,HENRY PAUCARA,16497916,2,16497916,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305019,,
AE0006191,"LNR;1011746,FERROSA;350MM,350MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276354,3,HENRY PAUCARA,16497910,4,16497910,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305013,,
AE0006191,"LNR;1011746,FERROSA;350MM,350MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276355,4,HENRY PAUCARA,16497912,4,16497912,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305015,,
AE0006191,"LNR;1011746,FERROSA;350MM,350MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.52,PEN,4911276356,4,HENRY PAUCARA,16497914,4,16497914,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305017,,
AE0006191,"LNR;1011746,FERROSA;350MM,350MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276357,4,HENRY PAUCARA,16497916,4,16497916,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305019,,
AE0006203,"LNR;1011740,FERROSA;344MM,100MM,125MM",261,GI for order,9/25/2024,,-8,EA,-8,EA,-7030.07,PEN,4911276357,1,HENRY PAUCARA,16497916,1,16497916,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305019,,
AE0006203,"LNR;1011740,FERROSA;344MM,100MM,125MM",261,GI for order,9/25/2024,,-8,EA,-8,EA,-7030.07,PEN,4911276356,1,HENRY PAUCARA,16497914,1,16497914,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305017,,
AE0006203,"LNR;1011740,FERROSA;344MM,100MM,125MM",261,GI for order,9/25/2024,,-8,EA,-8,EA,-7030.07,PEN,4911276355,1,HENRY PAUCARA,16497912,1,16497912,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305015,,
AE0006206,"LNR;1011744,FERROSA;195MM,100MM,125MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-832.76,PEN,4911276355,3,HENRY PAUCARA,16497912,3,16497912,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305015,,
AE0006206,"LNR;1011744,FERROSA;195MM,100MM,125MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-832.76,PEN,4911276356,3,HENRY PAUCARA,16497914,3,16497914,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305017,,
AE0006206,"LNR;1011744,FERROSA;195MM,100MM,125MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-832.76,PEN,4911276357,3,HENRY PAUCARA,16497916,3,16497916,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305019,,
AE0006206,"LNR;1011744,FERROSA;195MM,100MM,125MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-832.76,PEN,4911276354,2,HENRY PAUCARA,16497910,3,16497910,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305013,,
AE0006207,"LNR;1011748,FERROSA;350MM,172MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276354,4,HENRY PAUCARA,16497910,5,16497910,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305013,,
AE0006207,"LNR;1011748,FERROSA;350MM,172MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276355,5,HENRY PAUCARA,16497912,5,16497912,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305015,,
AE0006207,"LNR;1011748,FERROSA;350MM,172MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.52,PEN,4911276356,5,HENRY PAUCARA,16497914,5,16497914,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305017,,
AE0006207,"LNR;1011748,FERROSA;350MM,172MM,40MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-439.51,PEN,4911276357,5,HENRY PAUCARA,16497916,5,16497916,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4011305019,,
AE0006409,"GRSE;MOLYKOTE,111,CMPD,3.6KG,BUCKET",261,GI for order,9/25/2024,,-1,EA,-1,EA,-1316.67,PEN,4911281940,5,RELAVES,16940120,30,WH,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011588376,,
AE0006470,"LNR;0663AMENDLGP22,AMENPROD;294MM,100MM",262,RE for order,9/25/2024,,40,EA,40,EA,17494.96,PEN,4911281010,1,error cod. sap,15433190,9,15433190,9/25/2024,Q004,GVERASTEGUI,,0,C601,9/25/2024,4010722303,,
AE0006470,"LNR;0663AMENDLGP22,AMENPROD;294MM,100MM",261,GI for order,9/25/2024,,-40,EA,-40,EA,-17494.96,PEN,4911276358,1,HENRY PAUCARA,15433190,9,15433190,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010722303,,
AE0006865,"LNR;1011798,FERROSA;294MM,120MM,120MM",261,GI for order,9/25/2024,,-13,EA,-13,EA,-19313.91,PEN,4911276359,1,HENRY PAUCARA,15495661,1,15495661,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010771161,,
AE0008241,"STUD CONTNUS THRD;UNC,3/4IN,180CM,SS,GB8",641,TF to stck in trans.,9/25/2024,,10,EA,10,EA,0,PEN,4911280945,6,,0,0,80275434,9/25/2024,,BTP_TM_PROD,4503443761,30,C601,9/25/2024,,,
AE0008241,"STUD CONTNUS THRD;UNC,3/4IN,180CM,SS,GB8",641,TF to stck in trans.,9/25/2024,,-10,EA,-10,EA,0,PEN,4911280945,5,,0,0,80275434,9/25/2024,Q011,BTP_TM_PROD,4503443761,30,C601,9/25/2024,,,
AE0008637,FLTR BAG;G8020-68016,101,GR goods receipt,9/25/2024,,7,EA,7,EA,2426.59,PEN,5006586545,1,,0,0,T001-00003722,9/25/2024,Q009,RALEGRIA,4503211288,10,C601,9/25/2024,,,
AE0008830,"PCKNG;052606,USITEM;1830 SSP,3/8""X5LB",641,TF to stck in trans.,9/25/2024,,1,ROL,1,ROL,0,PEN,4911281075,2,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,10,C601,9/25/2024,,,
AE0008830,"PCKNG;052606,USITEM;1830 SSP,3/8""X5LB",641,TF to stck in trans.,9/25/2024,,-1,ROL,-1,ROL,0,PEN,4911281075,1,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,10,C601,9/25/2024,,,
AE0009177,"BOLT LINER;KIT,3/4IN,UNC,3-5/8IN,OVAL",261,GI for order,9/25/2024,,-192,EA,-192,EA,-3080.5,PEN,4911281324,1,henry,16344539,46,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011255935,,
AE0009445,"PCKNG;052626,USITEM;1830 SSP,1""X10LB",641,TF to stck in trans.,9/25/2024,,-4,ROL,-4,ROL,0,PEN,4911281075,3,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,20,C601,9/25/2024,,,
AE0009445,"PCKNG;052626,USITEM;1830 SSP,1""X10LB",641,TF to stck in trans.,9/25/2024,,4,ROL,4,ROL,0,PEN,4911281075,4,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,20,C601,9/25/2024,,,
AE0009461,"PCKNG;052615,USITEM;1830 SSP,1/2""X5LB",641,TF to stck in trans.,9/25/2024,,-2,ROL,-2,ROL,0,PEN,4911281075,5,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,30,C601,9/25/2024,,,
AE0009461,"PCKNG;052615,USITEM;1830 SSP,1/2""X5LB",641,TF to stck in trans.,9/25/2024,,2,ROL,2,ROL,0,PEN,4911281075,6,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,30,C601,9/25/2024,,,
AE0009503,"BOLT EYE;16MM,MM,T,CT,5/8IN,304MM,A°G",101,GR stock in transit,9/25/2024,,50,EA,50,EA,0,PEN,5006585791,1,t315-046020,0,0,80273236,9/25/2024,Q001,SEREATEGUI,4503436646,60,C601,9/25/2024,,,
AE0009683,"CLAMP;SUSP,ALUMINUM,15KN,AP 5451050",101,GR stock in transit,9/25/2024,,18,EA,18,EA,0,PEN,5006585791,2,t315-046020,0,0,80273236,9/25/2024,Q001,SEREATEGUI,4503436646,70,C601,9/25/2024,,,
AE0010106,"REAGENT;REACTIVO,ACIDO SULFURICO,98",201,GI for cost center,9/25/2024,,-9362,KG,-9362,KG,-10575.15,PEN,4911297322,1,Consumo 25.09.2024,17448365,1,17448365,9/27/2024,Q004,WQUISPE1,,0,C601,9/27/2024,,CQ16001112,
AE0010167,"OIL AUTOMTV;RIMULA R4L 15W-40,SHELL",201,GI cst cnt.fm consgt,9/25/2024,K,-97,GAL,-97,GAL,-4790.69,PEN,4911276192,2,cierre consignacion set,17425574,2,17425574,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ33303332,
AE0010167,"OIL AUTOMTV;RIMULA R4L 15W-40,SHELL",201,GI cst cnt.fm consgt,9/25/2024,K,-116,GAL,-116,GAL,-5729.07,PEN,4911275216,2,cierre consignacion set,17425570,2,17425570,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ31103332,
AE0010167,"OIL AUTOMTV;RIMULA R4L 15W-40,SHELL",201,GI cst cnt.fm consgt,9/25/2024,K,-227,GAL,-227,GAL,-11211.21,PEN,4911276190,2,cierre consignacion set,17425572,2,17425572,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34103332,
AE0010204,"LINER;1012317,FERROSA;F6020,221MM,240MM",261,GI for order,9/25/2024,,-4,EA,-4,EA,-3342.27,PEN,4911276400,1,HENRY PAUCARA,15314936,75,15314936,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010624543,,
AE0010240,"LINER;1012315,FERROSA;F6020,227MM,240MM",261,GI for order,9/25/2024,,-2,EA,-2,EA,-1703.07,PEN,4911276400,2,HENRY PAUCARA,15314936,76,15314936,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010624543,,
AE0010413,"LINER;1012337,FERROSA;F6020,518MM,150MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-1024.04,PEN,4911276401,2,HENRY PAUCARA,15314801,86,15314801,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010624528,,
AE0010417,"LINER;1012335,FERROSA;F6020,518MM,150MM",261,GI for order,9/25/2024,,-1,EA,-1,EA,-1024.04,PEN,4911276401,1,HENRY PAUCARA,15314801,85,15314801,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010624528,,
AE0011011,"SEAL MECH;1AMSZ175A01,SMSS,AE0008336",101,GR goods receipt,9/25/2024,,6,EA,6,EA,147585.02,PEN,5006586547,1,,0,0,EG07-00000190,9/25/2024,Q009,RALEGRIA,4503409920,20,C601,9/25/2024,,,
AE0011199,"OIL HYD;SPIRAX S4 CX 10W,SHELL OIL",201,GI cst cnt.fm consgt,9/25/2024,K,-1072,GAL,-1072,GAL,-38950.04,PEN,4911275212,1,cierre consignacion set,17425529,1,17425529,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ35103332,
AE0011199,"OIL HYD;SPIRAX S4 CX 10W,SHELL OIL",201,GI cst cnt.fm consgt,9/25/2024,K,-738,GAL,-738,GAL,-26814.48,PEN,4911275214,1,cierre consignacion set,17425535,1,17425535,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34203332,
AE0011199,"OIL HYD;SPIRAX S4 CX 10W,SHELL OIL",101,GR for consgt stock,9/25/2024,K,4000,GAL,4000,GAL,0,PEN,5006583135,1,CONSIGNACION,0,0,T201-0010986,9/25/2024,Q008,GVERASTEGUI,4503320604,10,C601,9/25/2024,,,
AE0011199,"OIL HYD;SPIRAX S4 CX 10W,SHELL OIL",201,GI cst cnt.fm consgt,9/25/2024,K,-6494,GAL,-6494,GAL,-235952.93,PEN,4911276268,2,cierre consignacion set,17425534,2,17425534,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34103332,
AE0012441,"LINER;1013810,FERROSA",261,GI for order,9/25/2024,,-2,EA,-2,EA,-3084.6,PEN,4911281828,1,henry,15495661,2,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4010771161,,
AE0012563,"LINER;1013760,FERROSA",261,GI for order,9/25/2024,,-8,EA,-8,EA,-3489.14,PEN,4911281829,1,henry,15511734,2,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4010783902,,
AE0012749,"LINER;1013758,FERROSA",261,GI for order,9/25/2024,,-20,EA,-20,EA,-17030.55,PEN,4911276402,1,HENRY PAUCARA,15510970,3,15510970,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,4010783898,,
AE0013307,"OIL GEAR;SPIRAX S5 CFD M60,SHELL;GRANEL",201,GI cst cnt.fm consgt,9/25/2024,K,-220,GAL,-220,GAL,-13388.87,PEN,4911275212,3,cierre consignacion set,17425529,3,17425529,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ35103332,
AE0013307,"OIL GEAR;SPIRAX S5 CFD M60,SHELL;GRANEL",201,GI cst cnt.fm consgt,9/25/2024,K,-252,GAL,-252,GAL,-15336.34,PEN,4911275214,3,cierre consignacion set,17425535,3,17425535,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34203332,
AE0013307,"OIL GEAR;SPIRAX S5 CFD M60,SHELL;GRANEL",201,GI cst cnt.fm consgt,9/25/2024,K,-1088,GAL,-1088,GAL,-66214.04,PEN,4911276268,3,cierre consignacion set,17425534,3,17425534,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34103332,
AE0013307,"OIL GEAR;SPIRAX S5 CFD M60,SHELL;GRANEL",101,GR for consgt stock,9/25/2024,K,500,GAL,500,GAL,0,PEN,5006583267,1,,0,0,T201-0010984,9/25/2024,Q008,GVERASTEGUI,4503407052,10,C601,9/25/2024,,,
AE0013308,"OIL GEAR;SPIRAX S4 CX 30,SHELL;GRANEL",101,GR for consgt stock,9/25/2024,K,500,GAL,500,GAL,0,PEN,5006583266,1,CONSIGNACION,0,0,T201-0010983,9/25/2024,Q008,GVERASTEGUI,4502674196,10,C601,9/25/2024,,,
AE0013308,"OIL GEAR;SPIRAX S4 CX 30,SHELL;GRANEL",201,GI cst cnt.fm consgt,9/25/2024,K,-510,GAL,-510,GAL,-18915.18,PEN,4911275212,2,cierre consignacion set,17425529,2,17425529,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ35103332,
AE0013308,"OIL GEAR;SPIRAX S4 CX 30,SHELL;GRANEL",201,GI cst cnt.fm consgt,9/25/2024,K,-151,GAL,-151,GAL,-5600.38,PEN,4911275214,2,cierre consignacion set,17425535,2,17425535,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34203332,
AE0013955,"POLYMR;EXPANDABLE PS,>160,000 G/MOL",201,GI for cost center,9/25/2024,,-30,KG,-30,KG,-1265.87,PEN,4911301500,7,CONSUMO 25.09.2024,17443571,7,2356/ 2314/ 2313,9/28/2024,Q002,WQUISPE1,,0,C601,9/28/2024,,CQ32103331,
AE0014809,"LINER;010014475,SIOM;KIT LIFTER TRUNNION",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281298,1,,0,0,80275551,9/25/2024,Q009,BTP_TM_PROD,4503444128,10,C601,9/25/2024,,,
AE0014809,"LINER;010014475,SIOM;KIT LIFTER TRUNNION",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281298,2,,0,0,80275551,9/25/2024,,BTP_TM_PROD,4503444128,10,C601,9/25/2024,,,
AE0019212,"SCNR;MAS66-330220-CML2323,RONIN;LASER",261,GI for order,9/25/2024,,-2,EA,-2,EA,-220927.2,PEN,4911281824,1,henry,15099668,2,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4010447819,,
AE0019213,"REEL;10140164,KIT,RUSSEL,MRM 443",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281092,1,,0,0,80275449,9/25/2024,Q015,BTP_TM_PROD,4503443908,10,C601,9/25/2024,,,
AE0019213,"REEL;10140164,KIT,RUSSEL,MRM 443",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281092,2,,0,0,80275449,9/25/2024,,BTP_TM_PROD,4503443908,10,C601,9/25/2024,,,
AE0019512,"OIL AUTOMTV;RIMULA R4MV 15W-40,SHELL",201,GI cst cnt.fm consgt,9/25/2024,K,-3656,GAL,-3656,GAL,-147044.98,PEN,4911276268,1,cierre consignacion set,17425534,1,17425534,9/25/2024,Q008,GVERASTEGUI,,0,C601,9/25/2024,,CQ34103332,
AE0019512,"OIL AUTOMTV;RIMULA R4MV 15W-40,SHELL",101,GR for consgt stock,9/25/2024,K,1500,GAL,1500,GAL,0,PEN,5006583265,1,CONSIGNACION,0,0,T201-0010982,9/25/2024,Q008,GVERASTEGUI,4503324563,10,C601,9/25/2024,,,
AE0019512,"OIL AUTOMTV;RIMULA R4MV 15W-40,SHELL",101,GR for consgt stock,9/25/2024,K,5000,GAL,5000,GAL,0,PEN,5006583115,1,CONSIGNACION,0,0,T201-0010982,9/25/2024,Q008,GVERASTEGUI,4503324563,10,C601,9/25/2024,,,
AE0019512,"OIL AUTOMTV;RIMULA R4MV 15W-40,SHELL",102,GR f. cons.stck rev.,9/25/2024,K,-5000,GAL,-5000,GAL,0,PEN,5006583263,1,error de cantidad,0,0,T201-0010982,9/25/2024,Q008,GVERASTEGUI,4503324563,10,C601,9/25/2024,,,
AE0020461,"COVER;30R5047,CVR FIX-G250",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281092,4,,0,0,80275449,9/25/2024,,BTP_TM_PROD,4503443908,20,C601,9/25/2024,,,
AE0020461,"COVER;30R5047,CVR FIX-G250",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281092,3,,0,0,80275449,9/25/2024,Q015,BTP_TM_PROD,4503443908,20,C601,9/25/2024,,,
AE0021139,"CPLG SHAFT;GEAREX-DA-80,SEW EURODRIVE",101,GR goods receipt,9/25/2024,,1,EA,1,EA,89188.56,PEN,5006587209,1,,0,0,T001-00002698,9/25/2024,Q009,RALEGRIA,4503183628,10,C601,9/25/2024,,,
AE0021140,"CPLG SHAFT;GEAREX-FA-30,SEW EURODRIVE",101,GR goods receipt,9/25/2024,,1,EA,1,EA,9156.24,PEN,5006587220,1,,0,0,T001-00002699,9/25/2024,Q009,RALEGRIA,4503183628,20,C601,9/25/2024,,,
AE0022614,"ROLR;BB1129902,PROMINENT",261,GI for order,9/25/2024,,-2,KIT,-2,KIT,-10955.3,PEN,4911281941,3,BRENDA,17379720,3,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011901071,,
AE0022640,"RING;PR1120010,PROMINENT;PRESS RING",261,GI for order,9/25/2024,,-2,KIT,-2,KIT,-3623.46,PEN,4911281941,2,BRENDA,17379720,2,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011901071,,
AE0022671,"HOSE NONMTLC;PR1037213,PROMINENT;NR",261,GI for order,9/25/2024,,-1,EA,-1,EA,-12238.93,PEN,4911281941,1,BRENDA,17379720,1,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011901071,,
AE0023196,"GRSE;PR1037256,PROMINENT",261,GI for order,9/25/2024,,-1,KG,-1,KG,-1118.59,PEN,4911281941,4,BRENDA,17379720,4,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011901071,,
AE0031479,"BALL;MILL;GRINDING,5.5IN,STL",101,GR for consgt stock,9/25/2024,K,33000,KG,33000,KG,0,PEN,5006583840,1,HOPPER SAG 2 - HO003,0,0,TG02-3040,9/25/2024,Q004,VMEDINA2,4503367527,10,C601,9/25/2024,,,
AE0031479,"BALL;MILL;GRINDING,5.5IN,STL",201,GI cst cnt.fm consgt,9/25/2024,K,-20000,KG,-20000,KG,-91788.48,PEN,4911297355,1,Consumo 25.09.2024 SAG 2,17448405,1,17448405,9/27/2024,Q004,WQUISPE1,,0,C601,9/27/2024,,CQ12101112,
AE0031480,"BALL;MILL;GRINDING,5.5IN,SUPER SAG",201,GI cst cnt.fm consgt,9/25/2024,K,-20000,KG,-20000,KG,-95631.84,PEN,4911297354,1,Consumo 25.09.2024 SAG 1,17448384,1,17448384,9/27/2024,Q004,WQUISPE1,,0,C601,9/27/2024,,CQ12101112,
AE0032140,"THRMCPL;J,-270 A 1200DEG C,8MM,20CM",101,GR goods receipt,9/25/2024,,10,EA,10,EA,644.33,PEN,5006587257,1,,0,0,T003-0017258,9/25/2024,Q009,RALEGRIA,4503373691,10,C601,9/25/2024,,,
AE0032195,"GRATE MILL;BK58662_R3,BRADKEN LTD;SLOT72",311,TF trfr within plant,9/25/2024,,2,EA,2,EA,0,PEN,4911276352,2,TRASLADO Q001 A Q004,0,0,11,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,,,
AE0032195,"GRATE MILL;BK58662_R3,BRADKEN LTD;SLOT72",311,TF trfr within plant,9/25/2024,,2,EA,2,EA,0,PEN,4911276353,2,TRASLADO Q001 A Q004,0,0,12,9/25/2024,Q004,ALQUISPE,,0,C601,9/25/2024,,,
AE0032195,"GRATE MILL;BK58662_R3,BRADKEN LTD;SLOT72",311,TF trfr within plant,9/25/2024,,-2,EA,-2,EA,0,PEN,4911276352,1,TRASLADO Q001 A Q004,0,0,11,9/25/2024,Q001,ALQUISPE,,0,C601,9/25/2024,,,
AE0032195,"GRATE MILL;BK58662_R3,BRADKEN LTD;SLOT72",311,TF trfr within plant,9/25/2024,,-2,EA,-2,EA,0,PEN,4911276353,1,TRASLADO Q001 A Q004,0,0,12,9/25/2024,Q001,ALQUISPE,,0,C601,9/25/2024,,,
AE0034019,"LFTR;640067,INTECH",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281075,21,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,170,C601,9/25/2024,,,
AE0034019,"LFTR;640067,INTECH",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281075,22,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,170,C601,9/25/2024,,,
AE0034064,"KIT REPR;67445-2,INTECH",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281075,26,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,190,C601,9/25/2024,,,
AE0034064,"KIT REPR;67445-2,INTECH",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281075,25,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,190,C601,9/25/2024,,,
AE0034081,"KIT REPR;C38341-600,INTECH;F+R+L DE 1/2",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281075,28,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,200,C601,9/25/2024,,,
AE0034081,"KIT REPR;C38341-600,INTECH;F+R+L DE 1/2",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281075,27,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,200,C601,9/25/2024,,,
AE0034087,"KIT REPR;65130,INTECH",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281075,23,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,180,C601,9/25/2024,,,
AE0034087,"KIT REPR;65130,INTECH",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281075,24,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,180,C601,9/25/2024,,,
AE0034092,"COVER;71060-1,INTECH;LIFT OF 55  GAL",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281075,32,,0,0,80275451,9/25/2024,,BTP_TM_PROD,4503443920,220,C601,9/25/2024,,,
AE0034092,"COVER;71060-1,INTECH;LIFT OF 55  GAL",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281075,31,,0,0,80275451,9/25/2024,Q009,BTP_TM_PROD,4503443920,220,C601,9/25/2024,,,
AE0034871,"PAD;CMCP200-01,STI VIBRATION MONITORING",101,GR goods receipt,9/25/2024,,12,EA,12,EA,837.85,PEN,5006586310,1,,0,0,T001-00042564,9/25/2024,Q009,RALEGRIA,4503280198,20,C601,9/25/2024,,,
AE0034871,"PAD;CMCP200-01,STI VIBRATION MONITORING",101,GR goods receipt,9/25/2024,,10,EA,10,EA,698.21,PEN,5006586287,1,,0,0,T001-00042562,9/25/2024,Q009,RALEGRIA,4503280198,20,C601,9/25/2024,,,
AE0034871,"PAD;CMCP200-01,STI VIBRATION MONITORING",261,GI for order,9/25/2024,,-2,EA,-2,EA,-141.25,PEN,4911281823,1,henry,16930642,5,WH PP,9/25/2024,Q001,MELEFTERIU,,0,C601,9/25/2024,4011580537,,
AE0034897,"WSHR;F2023507,FORYMEC;M48,NL48",101,GR stock in transit,9/25/2024,,3000,EA,3000,EA,0,PEN,5006583126,1,,0,0,EG07-00022415,9/25/2024,Q011,GKUONG,4503434034,10,C601,9/25/2024,,,
AE0041681,"SCRPR BELT;SQC2S-84R77MRPTD,SECONDARY",101,GR stock in transit,9/25/2024,,1,EA,1,EA,0,PEN,5006587219,1,TT01-000560,0,0,80274777,9/25/2024,Q001,RZAPANA,4503440942,110,C601,9/25/2024,,,
AE0041681,"SCRPR BELT;SQC2S-84R77MRPTD,SECONDARY",641,TF to stck in trans.,9/25/2024,,-1,EA,-1,EA,0,PEN,4911281873,1,,0,0,80274777,9/23/2024,Q009,RZAPANA,4503440942,110,C601,9/25/2024,,,
AE0041681,"SCRPR BELT;SQC2S-84R77MRPTD,SECONDARY",641,TF to stck in trans.,9/25/2024,,1,EA,1,EA,0,PEN,4911281873,2,,0,0,80274777,9/23/2024,,RZAPANA,4503440942,110,C601,9/25/2024,,,
AE0043950,"VALVE CHECK;R4261627,KOMATSU",261,GI for order,9/25/2024,,-4,EA,-4,EA,-1249.43,PEN,4911281559,1,LT001,15908822,1,15908822,9/25/2024,Q002,WQUISPE1,,0,C601,9/26/2024,4011057168,,
AE0047280,"KIT;12R3960,MAINTENANCE,POWER PACK,RME",641,TF to stck in trans.,9/25/2024,,-6,KIT,-6,KIT,0,PEN,4911281092,5,,0,0,80275449,9/25/2024,Q015,BTP_TM_PROD,4503443908,90,C601,9/25/2024,,,
